region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25
Cardiff,transit,100.0,92.73,88.21,94.95,90.39,85.01,80.57,102.26,93.22,108.09,91.42,100.37,94.91,81.52,97.45,93.88,99.38,98.28,107.52,100.62,87.27,100.33,98.69,101.07,94.58,97.17,87.6,82.46,97.62,101.93,101.31,95.28,96.76,89.45,87.31,109.73,96.96,106.28,102.26,121.31,118.11,83.04,99.22,89.28,96.63,89.82,113.96,89.82,76.71,84.8,102.79,102.22,88.05,91.62,89.2,72.03,87.23,83.9,84.8,78.23,76.1,63.33,50.23,58.07,46.0,37.21,37.04,35.03,24.23,18.32,19.79,15.24,18.64,16.51,14.29,12.53,13.43,14.33,15.93,14.25,15.81,18.77,13.39,13.92,14.91,12.32,13.22,14.21,12.69,12.4,10.76,14.33,13.55,14.83,13.22,13.02,10.68,11.95,14.66,14.29,15.56,13.51,13.39,14.74,13.1,12.73,13.59,14.25,12.44,13.26,12.4,13.31,15.36,15.32,15.73,14.33,13.76,13.92,14.29,,,16.22,14.78,15.98,17.0,17.33,20.08,18.97,21.44,17.33,19.67,17.82,22.92,23.49
Cardiff,walking,100.0,108.47,117.77,100.53,121.53,147.52,89.15,105.49,110.77,135.95,112.89,151.04,171.19,92.83,107.17,113.51,126.23,122.99,173.66,228.5,97.97,104.04,115.61,130.82,113.06,146.18,174.18,74.87,93.29,106.49,117.83,114.0,151.88,156.98,89.15,120.81,118.04,130.07,129.11,182.81,241.14,117.78,89.02,95.39,115.37,99.42,132.78,159.01,84.25,106.23,109.57,114.32,104.29,145.15,176.66,90.27,88.36,100.47,130.68,91.93,123.56,150.46,76.52,73.17,55.08,46.74,41.69,45.76,39.22,29.96,34.21,27.72,27.05,26.4,27.61,22.2,20.7,24.16,25.4,24.76,25.3,28.82,29.72,24.49,26.12,27.8,29.36,29.84,30.75,30.43,26.56,26.26,34.8,33.54,31.74,26.01,27.74,28.78,30.92,32.93,30.95,30.47,31.12,30.5,29.99,26.31,24.3,24.39,25.66,28.68,30.67,22.87,31.76,29.68,32.03,32.25,35.85,36.99,27.48,,,33.89,38.93,38.75,37.59,36.18,36.35,36.91,40.32,37.55,39.74,32.83,36.8,46.6
Edinburgh,driving,100.0,109.46,102.49,113.21,115.03,111.1,91.73,102.07,107.75,110.28,106.61,121.26,116.07,98.06,100.42,105.68,110.86,106.09,131.77,118.24,95.85,96.17,103.37,106.38,105.31,127.61,136.24,101.1,120.32,108.47,104.72,109.51,129.44,119.63,106.89,116.26,121.59,123.65,124.56,128.86,116.82,96.79,100.83,106.06,109.22,112.21,130.24,133.48,96.4,100.17,110.7,110.22,110.21,124.41,122.22,113.48,102.0,102.47,100.69,95.12,100.11,91.01,72.29,71.96,65.54,58.76,60.01,62.21,47.84,40.3,41.83,28.43,26.07,24.96,26.36,22.31,20.0,23.48,23.26,23.41,23.06,25.22,21.82,21.48,24.04,25.03,24.45,25.4,26.68,23.69,18.35,22.88,25.44,26.29,24.86,27.2,25.21,22.74,27.2,28.13,27.04,27.89,30.69,27.86,24.85,27.39,28.41,28.07,27.61,31.56,28.87,25.88,28.72,31.33,33.21,32.0,34.53,32.54,26.84,,,33.76,34.59,38.31,34.14,28.62,34.03,35.47,39.87,37.11,41.54,34.58,32.87,38.86
Edinburgh,transit,100.0,99.4,106.74,106.95,111.68,113.38,97.99,106.83,108.21,114.26,108.97,119.13,112.87,98.99,101.0,109.51,112.9,104.74,125.41,121.89,106.61,101.6,103.44,107.08,106.44,125.58,138.8,98.46,112.08,105.17,105.92,108.26,125.59,120.15,111.77,115.91,118.37,122.65,117.81,123.48,118.98,104.37,103.49,103.78,110.54,105.86,126.09,122.43,104.36,104.05,107.89,102.71,105.65,120.33,119.37,111.73,99.79,96.58,95.17,91.94,92.53,82.87,68.24,61.18,44.48,39.23,36.07,34.56,23.78,22.21,21.86,14.02,12.27,11.51,11.92,11.25,11.71,11.86,11.18,12.01,10.28,9.02,8.87,10.97,10.32,9.95,10.58,9.96,10.2,10.11,9.3,10.52,10.15,11.18,10.63,10.39,9.73,9.85,11.44,10.91,10.92,10.76,10.16,11.81,12.86,12.3,11.92,10.71,9.98,10.33,12.21,11.83,12.43,12.01,12.4,11.7,11.93,13.27,12.1,,,13.77,13.03,12.86,12.89,10.93,14.18,13.59,15.43,15.25,14.68,12.57,13.85,15.38
Edinburgh,walking,100.0,103.62,108.18,110.05,137.56,162.01,102.9,106.09,113.26,121.36,121.9,150.07,174.94,109.34,101.51,104.5,102.11,110.81,160.57,179.27,113.08,93.8,107.52,110.36,115.77,164.52,220.24,109.29,85.91,92.01,104.39,114.89,166.98,185.49,140.46,130.27,133.63,133.8,130.66,151.05,163.02,106.6,87.2,104.28,110.59,116.94,154.26,176.96,107.11,105.0,115.09,115.31,120.29,150.32,180.64,155.68,103.87,103.56,103.52,94.55,128.15,136.01,84.86,67.56,56.87,48.66,47.88,48.91,33.33,30.82,28.56,19.74,19.74,16.82,18.73,20.09,19.65,19.48,20.17,20.31,18.31,20.31,20.12,20.25,19.2,21.49,21.81,18.57,22.06,24.69,18.62,21.7,22.09,24.39,18.81,20.56,25.11,24.03,23.42,23.18,21.93,21.54,24.03,25.4,23.33,20.98,21.65,19.39,18.04,22.16,25.95,21.64,20.34,24.44,27.81,22.36,29.24,26.69,20.52,,,24.59,24.84,26.77,26.58,19.26,22.91,24.39,31.97,26.2,24.43,20.19,23.73,30.69
Glasgow,driving,100.0,109.77,106.53,108.94,121.57,122.0,88.8,106.02,111.31,116.38,112.42,124.16,124.15,93.32,104.68,108.2,115.35,115.82,129.07,131.03,96.1,103.93,109.05,117.37,112.77,124.96,119.53,91.19,102.47,105.39,116.09,113.02,127.53,123.83,91.57,110.5,113.62,121.62,123.22,137.41,122.41,94.76,104.95,107.84,114.74,124.27,137.16,131.95,97.17,106.14,111.94,122.82,119.0,133.9,131.45,94.85,104.45,107.83,108.8,108.12,109.04,99.45,71.59,78.27,72.68,68.44,69.6,77.01,58.91,48.2,51.73,36.66,33.2,33.61,38.21,32.73,26.52,32.66,35.13,34.06,34.29,39.49,35.56,29.47,34.79,37.23,36.7,39.37,42.27,38.67,29.97,33.55,40.33,41.7,41.01,46.97,42.04,35.4,41.67,44.12,43.76,44.36,50.58,44.65,37.28,41.63,43.2,43.72,45.79,52.91,49.68,40.84,46.42,50.72,50.52,50.09,54.83,50.55,41.39,,,52.71,52.93,60.66,54.98,42.28,52.51,54.57,60.8,60.24,64.77,55.17,48.15,56.06
Glasgow,transit,100.0,109.23,105.33,108.8,102.98,106.84,92.92,114.04,115.35,112.51,109.02,112.69,111.3,104.23,110.0,109.23,113.61,109.87,111.3,111.27,100.08,109.29,111.32,116.08,110.72,110.68,103.9,96.95,104.12,108.71,113.51,111.92,110.87,105.35,98.76,115.36,118.27,120.04,117.06,123.79,108.97,102.03,112.94,110.35,116.63,121.09,123.59,110.78,101.03,109.47,111.36,113.02,113.28,116.25,118.74,97.73,103.94,106.68,96.05,93.42,88.97,79.44,66.37,62.05,53.05,44.34,44.85,40.55,32.07,31.4,31.78,19.55,18.01,16.78,16.28,13.01,15.63,17.51,19.04,16.88,16.26,16.2,15.92,16.45,17.34,17.54,17.67,18.32,16.58,15.17,14.83,20.05,18.25,18.0,17.35,17.66,15.8,17.8,20.65,20.49,19.22,18.55,18.67,19.46,18.25,19.96,18.32,16.46,18.08,19.24,18.93,19.65,20.55,21.09,21.6,20.35,19.77,21.45,20.01,,,23.92,20.59,20.86,19.64,19.52,21.98,23.92,24.18,22.0,21.31,18.59,20.23,24.04
Glasgow,walking,100.0,103.15,108.87,116.48,142.2,179.64,93.8,113.04,120.42,125.01,121.78,148.86,176.97,100.05,107.46,115.37,116.41,120.09,152.64,198.65,102.54,108.36,120.35,139.02,126.05,149.52,157.74,92.72,97.39,103.2,119.64,125.11,170.27,161.69,95.25,108.88,118.87,130.8,136.22,145.86,159.68,103.11,104.85,111.8,118.32,148.01,167.97,186.24,109.13,106.98,114.51,135.14,140.11,175.44,193.26,109.05,104.65,110.71,115.73,117.85,136.28,142.22,78.56,69.69,61.09,53.69,55.68,65.05,45.58,37.35,40.54,30.73,30.82,31.93,36.03,34.24,30.41,33.38,35.87,33.97,31.15,35.23,35.45,32.11,37.8,39.64,37.37,37.53,43.88,43.92,35.82,40.65,46.14,46.02,43.5,46.2,48.27,46.08,47.01,46.58,45.45,43.91,52.69,51.76,41.79,39.4,39.08,32.95,36.74,44.23,48.0,43.76,42.13,47.29,52.51,42.15,50.72,51.85,40.21,,,46.33,44.7,50.11,50.49,31.91,44.43,47.68,61.12,51.03,49.01,41.42,40.99,52.47
Leeds,driving,100.0,102.44,102.91,99.34,107.54,99.79,89.1,101.72,101.8,114.12,104.03,113.3,104.91,90.82,99.83,107.15,105.03,105.46,112.28,106.06,93.99,98.95,105.2,112.23,103.54,107.59,104.93,99.65,106.58,109.34,111.57,106.43,116.57,102.3,89.07,108.09,115.48,114.97,111.23,124.05,105.99,94.07,118.54,109.63,109.21,114.15,116.43,106.52,90.97,104.08,106.65,105.19,106.36,113.75,108.86,93.84,100.66,100.71,101.33,96.21,97.92,91.75,76.14,78.43,69.88,67.1,67.58,72.48,59.02,48.17,53.7,39.49,38.37,37.49,40.47,31.87,26.32,34.47,36.39,36.88,36.32,40.83,33.85,28.87,36.48,37.81,39.08,40.95,37.97,35.25,27.08,31.59,41.1,42.12,42.62,46.88,39.2,34.89,42.68,44.3,45.3,45.99,49.56,42.29,37.51,44.09,45.17,45.17,46.83,52.37,47.0,39.67,47.16,49.04,50.93,52.69,46.88,46.76,40.51,,,58.02,60.56,67.69,65.17,56.49,62.54,66.59,69.59,69.78,77.13,69.92,59.25,71.08
Leeds,transit,100.0,103.38,101.86,102.5,97.65,89.8,89.86,105.77,105.35,109.58,109.1,106.72,92.79,91.94,108.69,108.8,109.04,105.68,104.93,96.28,89.67,108.06,110.15,109.94,99.18,101.77,90.95,93.03,111.87,112.29,112.87,107.68,104.51,90.07,90.09,115.94,116.9,119.05,108.78,113.11,93.87,89.45,114.13,110.0,110.87,99.15,104.81,93.23,83.19,106.96,106.42,106.29,100.6,106.52,97.9,85.7,103.39,101.31,102.85,90.42,83.56,75.29,67.34,67.4,56.58,49.18,50.98,45.21,37.15,33.99,38.03,24.8,24.21,21.98,20.57,17.11,19.7,21.5,21.9,22.04,21.08,21.21,18.05,17.64,20.37,19.21,20.4,19.29,18.76,18.84,17.17,18.06,20.97,23.11,19.28,20.42,18.54,19.2,19.1,20.72,20.87,18.92,19.57,19.42,19.43,20.82,21.03,19.01,19.39,21.42,20.04,19.85,21.75,22.55,22.72,24.3,20.7,23.69,20.61,,,26.62,23.85,26.79,24.61,24.15,27.77,26.8,28.06,27.58,27.87,24.51,25.43,28.63
Leeds,walking,100.0,104.84,111.24,106.74,121.98,140.34,89.57,103.19,115.48,121.77,125.2,151.72,160.74,92.25,116.39,121.14,126.34,123.12,147.09,171.53,101.46,107.27,118.11,138.25,121.63,136.87,165.42,72.82,100.13,113.29,127.03,120.57,159.86,150.57,94.28,141.26,126.75,140.73,127.76,157.96,158.05,86.18,104.35,117.04,125.05,117.28,136.01,171.16,91.18,107.17,112.17,122.11,118.15,151.41,178.66,91.94,100.59,106.2,114.5,102.96,120.99,144.32,74.23,85.21,73.67,64.93,66.97,73.27,57.21,47.11,54.59,45.12,48.87,47.73,52.55,43.37,34.43,43.48,48.05,48.1,46.61,54.34,48.2,42.57,46.4,50.92,50.86,50.13,53.0,52.33,39.62,41.81,53.54,56.8,57.89,57.58,50.38,49.71,53.47,55.06,56.3,53.93,60.62,55.49,47.88,51.6,48.02,44.45,48.79,56.74,58.19,46.57,49.86,56.24,60.43,60.89,58.89,61.17,42.07,,,58.2,64.12,71.82,69.56,57.29,61.23,69.65,76.05,73.12,80.44,68.99,57.28,74.2
Liverpool,driving,100.0,106.74,103.34,104.4,113.5,113.69,98.61,104.02,111.49,111.78,110.42,119.95,117.58,97.13,102.68,108.58,111.34,109.34,126.02,130.57,94.89,105.69,129.78,110.73,111.14,118.59,122.8,92.14,104.96,107.82,110.31,113.51,128.09,116.67,92.94,110.55,111.04,121.36,118.39,127.38,115.38,92.43,131.61,113.04,114.95,112.06,130.21,126.35,99.7,107.3,109.9,108.53,108.69,126.2,126.09,92.82,104.38,105.6,120.07,102.38,106.33,105.52,76.81,81.85,75.52,69.98,70.67,76.42,58.6,44.94,53.65,39.97,38.98,38.85,42.28,34.04,28.38,37.51,39.58,37.52,39.03,43.84,36.82,30.63,38.03,40.17,41.47,43.59,39.86,39.43,27.31,34.49,42.24,45.09,44.46,49.26,40.02,35.81,44.96,46.65,46.57,47.81,52.55,45.55,38.21,48.81,47.27,47.43,48.73,54.61,49.26,42.41,52.13,53.94,56.2,57.86,52.72,51.38,43.03,,,61.24,64.47,70.46,64.69,54.89,65.93,67.71,75.44,71.14,77.04,70.26,58.55,68.24
Liverpool,transit,100.0,105.61,98.87,91.12,96.6,89.12,95.39,106.42,110.88,108.95,108.5,109.33,91.07,91.55,108.97,108.28,109.58,100.68,108.11,107.01,91.74,110.18,127.82,112.46,112.84,109.77,104.7,91.91,105.52,104.43,110.61,109.3,101.92,89.22,87.79,106.46,111.51,111.12,105.15,105.08,90.95,88.48,129.13,103.9,116.65,98.6,102.8,93.84,92.24,105.17,101.57,105.97,97.67,104.69,100.33,88.75,109.17,101.76,116.03,87.45,86.09,76.41,69.08,72.89,60.25,51.16,49.12,43.67,33.42,32.89,33.82,22.17,23.03,21.96,20.71,16.66,19.76,20.78,21.24,18.39,18.95,17.47,14.62,17.57,17.35,19.05,18.62,17.91,15.75,14.78,13.07,17.18,17.48,17.97,17.24,17.48,15.99,16.36,19.34,19.35,18.61,19.27,18.86,16.6,15.22,20.41,17.4,17.91,16.43,17.42,15.31,16.55,21.45,20.35,19.35,21.98,20.26,19.84,18.9,,,23.5,23.01,22.34,20.15,22.03,24.54,25.78,28.56,26.78,23.45,22.26,21.09,25.73
Liverpool,walking,100.0,105.73,113.96,113.1,144.7,198.99,139.23,116.42,122.03,123.61,127.26,169.1,218.74,117.07,114.23,114.82,131.32,129.04,187.63,262.41,119.4,115.63,148.72,132.14,129.45,168.67,238.45,100.49,105.06,109.24,125.98,140.9,212.21,229.22,133.02,144.39,143.36,149.03,157.47,187.74,213.77,118.24,160.13,126.03,138.92,119.76,183.86,252.27,131.99,113.93,113.35,119.93,122.44,182.19,242.97,113.38,105.07,123.03,163.67,127.18,147.55,204.0,94.6,85.71,80.03,59.61,59.64,63.16,46.36,36.57,40.59,32.36,38.15,36.98,40.11,31.05,25.62,33.8,35.94,34.83,35.81,40.48,34.71,30.38,33.77,40.64,39.19,42.24,39.14,39.65,28.44,35.06,41.42,46.14,46.12,47.41,35.16,38.77,45.91,46.25,46.11,45.44,47.92,43.82,37.43,43.73,34.82,37.39,36.89,42.73,42.62,35.86,44.41,47.31,48.3,49.46,47.98,47.91,34.68,,,48.78,50.57,53.32,53.12,44.73,49.88,53.06,62.4,54.05,56.18,51.75,45.07,53.52
London,driving,100.0,107.65,111.2,108.29,115.08,122.2,101.06,105.14,112.18,114.32,111.18,118.01,124.14,99.42,103.01,105.92,108.66,109.46,118.35,121.48,103.99,101.6,105.72,110.51,110.47,115.7,123.02,96.79,107.55,109.8,110.74,115.47,124.92,120.86,105.1,121.24,120.38,122.6,123.31,129.1,128.6,105.81,106.45,108.69,110.88,111.38,123.68,127.92,106.82,103.19,107.89,111.68,112.97,122.13,125.74,99.51,99.57,101.66,100.34,94.95,97.41,96.71,73.16,75.92,67.18,64.19,65.75,61.08,50.11,41.9,47.76,35.82,34.12,31.86,32.41,26.99,23.29,29.43,30.57,30.5,30.63,32.55,28.46,25.7,31.02,32.09,32.6,33.37,29.84,28.14,22.54,26.93,34.12,35.22,35.09,34.98,30.72,29.98,35.52,36.16,37.1,37.52,39.34,34.77,32.98,37.17,35.38,37.2,37.57,40.43,37.98,33.7,40.01,41.84,42.93,43.56,40.52,40.53,36.76,,,48.96,50.41,55.15,53.53,51.94,55.22,58.66,61.69,60.28,64.74,60.05,57.42,65.47
London,transit,100.0,105.14,107.06,106.08,115.13,126.63,104.37,103.68,109.45,112.85,111.52,120.06,130.78,105.11,103.7,105.84,110.18,111.72,124.67,129.92,111.18,104.18,107.19,111.08,111.71,120.48,134.34,103.13,106.62,109.07,111.2,110.18,123.91,131.79,116.64,123.55,122.11,125.12,124.27,133.95,141.61,111.26,107.64,109.44,110.17,111.27,122.41,129.48,109.14,102.74,105.44,106.93,106.97,118.77,127.78,100.86,98.05,99.47,94.33,86.28,89.95,94.84,67.46,57.95,46.33,40.32,38.7,34.64,28.01,25.9,24.44,17.15,15.43,14.49,14.05,13.6,13.3,14.16,13.92,13.66,13.65,13.36,12.51,12.83,13.65,13.36,13.18,13.25,12.7,12.1,11.21,12.72,13.72,13.91,13.62,13.17,12.6,13.58,14.78,14.7,14.73,14.85,14.57,14.42,15.21,15.41,14.57,15.04,14.84,15.62,15.94,16.21,17.38,17.57,17.49,17.67,17.78,18.45,17.92,,,19.95,19.73,20.81,20.38,21.57,23.72,23.93,25.82,24.67,25.06,24.28,24.9,29.48
London,walking,100.0,108.89,116.84,118.82,132.18,160.29,105.12,108.02,120.52,124.81,127.01,137.38,162.41,97.16,100.01,113.27,122.75,124.96,144.13,161.17,103.93,105.67,115.03,125.42,128.43,140.65,167.8,76.79,100.51,115.26,125.35,124.69,150.77,149.35,96.03,131.2,131.72,137.59,136.05,153.95,170.22,104.41,104.32,119.88,125.12,123.88,133.76,153.92,109.26,103.64,114.68,114.25,106.5,142.09,167.1,96.86,97.5,105.54,106.91,98.87,104.19,117.44,64.28,64.53,48.95,43.31,38.76,37.49,37.36,30.76,31.25,24.63,24.09,22.89,23.4,23.4,17.83,19.72,22.29,22.19,22.76,24.34,28.49,26.06,21.63,24.64,23.87,26.13,28.59,28.58,22.86,22.8,25.66,27.44,26.4,23.27,26.36,30.4,26.56,26.45,27.74,27.79,28.31,32.12,32.09,24.59,18.51,22.16,20.88,25.0,34.33,27.38,27.3,28.09,30.04,30.98,37.92,40.92,27.7,,,31.43,32.55,37.94,42.93,41.36,38.38,40.69,42.97,39.41,42.71,43.69,44.9,51.69
Manchester,driving,100.0,101.64,108.81,103.74,106.3,98.2,83.58,97.34,111.71,107.53,106.03,107.66,100.52,89.14,98.49,108.44,117.61,104.73,109.08,104.93,87.02,96.58,113.64,102.89,106.59,107.49,100.12,90.04,99.12,100.01,102.85,105.75,113.0,100.27,85.87,103.18,106.68,126.2,108.54,117.72,103.32,96.39,124.37,108.18,108.57,111.52,128.15,104.87,90.27,101.29,105.99,103.54,103.34,110.07,105.39,90.98,98.03,98.61,105.16,93.98,95.64,88.14,71.01,75.09,66.72,62.67,62.93,66.09,53.36,44.55,49.73,35.36,33.88,33.31,36.09,29.08,24.2,30.58,32.06,32.05,32.1,36.77,30.96,25.98,32.36,33.89,34.43,36.7,33.06,31.18,23.89,28.65,36.95,37.98,38.2,41.27,34.76,31.27,38.23,39.27,40.72,41.07,44.67,37.88,33.01,40.14,40.45,40.76,43.22,47.07,41.85,35.62,42.7,44.44,46.03,47.79,42.76,42.04,35.87,,,51.97,55.48,60.32,57.43,50.96,55.81,59.58,63.68,61.99,68.06,61.75,53.55,63.39
Manchester,transit,100.0,103.21,104.75,99.25,101.52,97.53,86.68,103.71,109.83,112.27,106.04,110.28,101.39,95.59,105.7,111.07,118.67,110.41,111.1,107.03,100.66,107.51,110.94,110.87,105.49,112.04,101.63,91.07,106.62,107.17,108.01,104.86,108.05,95.28,90.13,106.62,110.89,119.99,112.09,115.09,104.75,95.21,111.7,110.22,109.31,114.42,117.01,101.63,93.91,109.89,111.91,106.72,101.9,107.99,103.4,100.44,102.14,101.24,100.11,88.84,89.53,78.67,64.3,68.2,56.62,48.2,45.98,40.73,32.61,29.42,30.95,22.15,20.62,19.98,19.96,15.74,17.66,21.74,18.87,17.06,17.79,16.15,15.32,15.38,17.75,16.73,16.95,17.59,16.25,15.37,14.64,16.56,18.32,17.82,18.02,18.25,14.98,15.45,19.37,19.11,18.45,19.1,17.77,17.02,16.91,18.52,18.35,18.08,17.63,18.65,16.97,18.01,19.37,19.12,19.32,20.3,19.04,20.19,18.64,,,22.88,23.52,22.6,21.0,22.19,25.92,26.52,25.48,26.66,24.85,23.83,24.24,28.86
Manchester,walking,100.0,108.47,122.52,119.02,135.8,168.52,97.4,109.52,120.99,135.99,128.85,147.22,190.96,116.66,111.39,120.43,143.01,133.42,153.15,197.29,110.09,112.43,120.1,129.63,141.42,155.29,185.53,86.46,103.45,107.87,122.83,127.61,172.47,185.58,113.4,124.16,132.21,142.17,130.95,155.7,199.22,112.06,107.62,115.87,130.15,141.82,180.78,194.96,111.59,115.31,125.05,127.2,119.07,157.48,191.67,117.81,102.39,111.84,120.39,115.96,139.05,160.36,83.69,77.87,66.56,58.85,61.04,67.82,54.68,46.86,52.13,42.09,45.62,45.12,48.14,41.76,33.78,37.86,40.39,41.36,39.8,47.67,46.6,40.5,41.97,47.47,47.55,48.3,48.64,48.28,37.02,45.04,54.46,56.35,57.16,55.39,45.06,50.5,52.06,52.45,54.77,52.8,59.05,57.89,44.89,48.28,42.15,42.26,42.18,51.66,51.84,46.55,48.79,52.03,56.77,57.42,57.7,61.29,40.68,,,58.28,65.22,64.92,68.48,58.63,58.35,66.74,75.6,68.88,69.93,65.55,58.36,75.76
Newcastle upon Tyne,driving,100.0,105.78,108.67,103.59,112.75,109.49,88.3,101.71,105.08,106.75,104.93,116.03,124.58,98.77,102.49,108.24,110.09,107.8,117.99,119.84,96.47,101.76,108.78,106.6,105.41,117.72,114.8,88.22,102.27,106.79,107.91,111.81,122.46,121.04,104.03,111.54,114.68,122.32,115.61,129.93,118.04,96.89,113.94,106.87,110.71,111.2,127.51,123.71,95.73,102.97,107.45,107.17,107.58,118.84,117.68,93.3,102.12,99.89,105.03,96.59,106.95,99.7,76.37,78.38,73.32,69.21,71.96,76.56,61.99,48.65,54.29,40.41,39.34,38.76,44.45,36.81,28.8,37.56,38.65,39.62,37.02,45.0,38.75,32.22,38.02,39.75,40.95,44.48,43.65,39.21,30.42,33.47,42.04,43.93,44.27,49.74,44.68,37.72,44.52,44.38,45.73,46.3,54.2,47.44,40.83,45.35,47.5,46.64,47.63,55.12,50.61,42.15,47.41,49.69,51.67,54.92,50.61,52.76,43.66,,,60.08,64.06,71.19,68.78,58.08,62.42,67.57,74.08,70.84,78.56,73.32,65.03,72.61
Newcastle upon Tyne,transit,100.0,98.57,98.2,97.22,98.99,85.95,89.65,102.18,96.58,106.61,103.93,101.8,97.18,81.76,102.61,102.5,109.13,109.45,100.47,94.03,85.95,98.91,106.65,95.36,101.92,97.09,96.11,87.3,96.54,96.28,99.94,99.94,97.54,92.22,98.57,111.63,109.09,120.87,105.39,110.82,97.86,88.13,106.12,104.56,106.29,94.42,98.97,100.43,93.11,100.83,102.07,105.73,100.11,100.77,99.91,88.96,100.41,94.7,89.5,79.36,84.77,79.73,69.57,66.98,55.0,47.65,51.28,43.31,33.81,34.17,34.92,21.66,18.01,17.88,18.11,15.16,16.12,18.76,19.4,20.3,18.88,17.77,14.37,15.21,19.61,17.22,19.67,19.95,18.93,14.93,15.25,16.98,17.24,18.46,19.53,18.48,16.15,17.17,18.07,17.04,18.91,17.96,20.42,17.04,19.35,19.48,19.42,18.8,16.72,17.58,15.7,18.67,21.64,20.62,22.28,19.12,19.25,20.23,19.2,,,21.64,22.18,21.9,20.74,22.46,26.99,28.38,28.08,26.9,26.43,21.58,23.08,25.56
Newcastle upon Tyne,walking,100.0,113.23,111.99,106.1,141.68,175.15,90.32,113.32,119.68,122.43,127.6,159.93,203.1,105.39,118.18,122.59,132.15,117.71,160.69,209.46,105.95,106.5,119.08,126.19,119.99,151.49,187.76,83.6,98.45,104.36,121.97,117.09,179.74,185.91,147.33,135.97,133.95,153.37,128.73,176.83,190.48,99.29,96.01,113.45,125.69,119.43,161.37,201.98,96.39,107.94,114.13,122.2,123.25,152.84,189.72,98.41,113.07,106.43,113.09,103.5,143.76,171.69,79.76,80.24,78.42,62.46,67.42,69.73,51.67,40.43,48.27,37.37,43.15,44.39,47.01,39.48,30.06,40.71,45.94,45.43,44.5,46.42,45.44,38.82,42.64,43.92,49.61,44.19,49.81,48.43,35.72,37.92,49.99,55.08,48.96,54.39,50.8,47.57,51.15,49.58,52.86,49.68,59.25,56.1,43.84,47.23,46.24,43.61,46.42,49.92,52.44,41.94,44.98,49.57,53.57,59.58,53.85,58.88,41.4,,,55.82,59.35,64.94,66.32,52.08,55.79,66.51,75.93,65.86,68.83,62.0,59.38,71.29
Nottingham,driving,100.0,101.77,102.91,100.43,110.77,101.49,93.54,98.53,106.13,110.32,100.56,113.45,104.77,88.8,97.55,103.56,110.1,100.21,111.91,110.6,90.09,97.09,107.5,108.37,127.72,212.85,135.75,110.43,223.05,157.85,150.8,125.34,133.92,117.57,106.52,124.12,139.72,135.31,120.4,126.13,125.75,93.8,115.98,114.35,116.79,111.03,126.47,115.46,94.24,108.33,111.92,116.98,112.87,128.68,113.6,92.0,109.64,107.18,108.92,96.84,102.97,94.0,74.82,80.22,71.65,68.32,66.17,68.41,52.04,41.34,49.39,35.07,32.16,32.11,34.92,27.79,22.67,29.61,30.68,30.27,31.44,35.15,30.45,24.43,31.92,32.41,33.55,35.37,31.92,28.64,22.89,26.37,35.54,35.94,37.33,39.99,32.7,28.84,35.9,38.17,38.18,37.68,42.1,35.4,29.4,37.76,38.26,39.42,40.24,44.69,39.92,31.8,40.05,42.8,43.8,44.93,39.98,39.25,32.35,,,49.27,53.03,58.72,53.15,46.57,55.7,57.68,59.12,60.45,66.01,59.07,49.88,57.99
